op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
perturbed_argmax,tessera.perturbed_argmax,normalization,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
rmsnorm,tessera.rmsnorm,normalization,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
rmsnorm,tessera.rmsnorm,normalization,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
rmsnorm,tessera.rmsnorm,normalization,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
rmsnorm_safe,tessera.rmsnorm_safe,normalization,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
rmsnorm_safe,tessera.rmsnorm_safe,normalization,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
rmsnorm_safe,tessera.rmsnorm_safe,normalization,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
soft_top_k,tessera.soft_top_k,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
soft_top_k,tessera.soft_top_k,normalization,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
sparsemax,tessera.sparsemax,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
sparsemax,tessera.sparsemax,normalization,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
weight_norm,tessera.weight_norm,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
weight_norm,tessera.weight_norm,normalization,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
abs,tessera.absolute,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
abs,tessera.absolute,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
abs,tessera.absolute,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
absolute,tessera.absolute,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
absolute,tessera.absolute,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
absolute,tessera.absolute,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
ceil,tessera.ceil,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
ceil,tessera.ceil,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
ceil,tessera.ceil,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
clamp,tessera.clamp,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clamp,tessera.clamp,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
floor,tessera.floor,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
floor,tessera.floor,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
floor,tessera.floor,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
isfinite,tessera.isfinite,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
isfinite,tessera.isfinite,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
isinf,tessera.isinf,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
isinf,tessera.isinf,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
isnan,tessera.isnan,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
isnan,tessera.isnan,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
maximum,tessera.maximum,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
maximum,tessera.maximum,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
maximum,tessera.maximum,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
minimum,tessera.minimum,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
minimum,tessera.minimum,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
minimum,tessera.minimum,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
reciprocal,tessera.reciprocal,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
reciprocal,tessera.reciprocal,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
reciprocal,tessera.reciprocal,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
round,tessera.round,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
round,tessera.round,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
round,tessera.round,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
sign,tessera.sign,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sign,tessera.sign,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sign,tessera.sign,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
trunc,tessera.trunc,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
trunc,tessera.trunc,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
trunc,tessera.trunc,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
where,tessera.where,numeric_helper,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
where,tessera.where,numeric_helper,no,bool,bool,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
where,tessera.where,numeric_helper,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
where,tessera.where,numeric_helper,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
training.loss_adamw,tessera.training.loss_adamw,optimizer,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
training.loss_adamw,tessera.training.loss_adamw,optimizer,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
training.loss_adamw,tessera.training.loss_adamw,optimizer,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
training.loss_sgd,tessera.training.loss_sgd,optimizer,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
training.loss_sgd,tessera.training.loss_sgd,optimizer,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
training.loss_sgd,tessera.training.loss_sgd,optimizer,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
alibi,tessera.alibi,position_encoding,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
alibi,tessera.alibi,position_encoding,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
alibi,tessera.alibi,position_encoding,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,device_verified_jit,absent,absent,absent,
ntk_rope,tessera.ntk_rope,position_encoding,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
ntk_rope,tessera.ntk_rope,position_encoding,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
qkv_projection,tessera.qkv_projection,projection,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
qkv_projection,tessera.qkv_projection,projection,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
qkv_projection,tessera.qkv_projection,projection,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,artifact_only,unsupported,absent,absent,absent,
dequantize_fp4,tessera.dequantize_fp4,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
dequantize_fp4,tessera.dequantize_fp4,quantize,no,fp4_e2m1,fp4_e2m1,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dequantize_fp6,tessera.dequantize_fp6,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
dequantize_fp6,tessera.dequantize_fp6,quantize,no,fp6_e2m3,fp6_e2m3,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dequantize_fp8,tessera.dequantize_fp8,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
dequantize_fp8,tessera.dequantize_fp8,quantize,no,fp8_e4m3,fp8_e4m3,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dequantize_nvfp4,tessera.dequantize_nvfp4,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
dequantize_nvfp4,tessera.dequantize_nvfp4,quantize,no,nvfp4,nvfp4,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
